date,acceleration,x,y,z
07/22/2016 01:11:48.559258,-0.010925,0.0,0.0,0.0 
07/22/2016 01:11:48.559738,-0.009735,0.0,0.0,0.0 
07/22/2016 01:11:48.565102,-0.010651,0.0,0.0,0.0 
07/22/2016 01:11:48.568098,-0.010559,-0.060059,-0.184814,1.030273 
07/22/2016 01:11:48.570400,-0.009751,0.0,0.0,0.0 
07/22/2016 01:11:48.570884,-0.01001,0.0,0.0,0.0 
07/22/2016 01:11:48.615497,-0.0103,0.0,0.0,0.0 
07/22/2016 01:11:48.621657,-0.009033,0.0,0.0,0.0 
07/22/2016 01:11:48.623998,-0.010071,-0.061523,-0.189209,1.029541 
07/22/2016 01:11:48.624476,-0.009552,0.0,0.0,0.0 
07/22/2016 01:11:48.626641,-0.010056,0.0,0.0,0.0 
07/22/2016 01:11:48.627117,-0.010513,0.0,0.0,0.0 
07/22/2016 01:11:48.633078,-0.01355,0.0,0.0,0.0 
07/22/2016 01:11:48.633808,-0.009659,-0.062744,-0.187988,1.031494 
07/22/2016 01:11:48.636565,-0.008972,0.0,0.0,0.0 
07/22/2016 01:11:48.637124,-0.009323,0.0,0.0,0.0 
07/22/2016 01:11:48.638464,-0.010193,0.0,0.0,0.0 
07/22/2016 01:11:48.643966,-0.011414,0.0,0.0,0.0 
07/22/2016 01:11:48.645798,-0.011246,-0.060059,-0.189697,1.030762 
07/22/2016 01:11:48.646396,-0.010147,0.0,0.0,0.0 
07/22/2016 01:11:48.648522,-0.009949,0.0,0.0,0.0 
07/22/2016 01:11:48.649002,-0.0103,0.0,0.0,0.0 
07/22/2016 01:11:48.655692,-0.011475,0.0,0.0,0.0 
07/22/2016 01:11:48.666062,-0.011597,-0.062988,-0.186523,1.030029 
07/22/2016 01:11:48.668876,-0.011841,0.0,0.0,0.0 
07/22/2016 01:11:48.669323,-0.011734,0.0,0.0,0.0 
07/22/2016 01:11:48.670976,-0.010254,0.0,0.0,0.0 
07/22/2016 01:11:48.677762,-0.009812,0.0,0.0,0.0 
07/22/2016 01:11:48.678471,-0.010849,-0.061279,-0.188232,1.030762 
07/22/2016 01:11:48.689137,-0.010651,0.0,0.0,0.0 
07/22/2016 01:11:48.691688,-0.010315,0.0,0.0,0.0 
07/22/2016 01:11:48.692131,-0.009827,0.0,0.0,0.0 
07/22/2016 01:11:48.693984,-0.010193,0.0,0.0,0.0 
07/22/2016 01:11:48.700406,-0.009247,-0.05957,-0.188477,1.032471 
07/22/2016 01:11:48.710880,-0.01001,0.0,0.0,0.0 
07/22/2016 01:11:48.711363,-0.009903,0.0,0.0,0.0 
07/22/2016 01:11:48.722849,-0.010132,0.0,0.0,0.0 
07/22/2016 01:11:48.723158,-0.010315,0.0,0.0,0.0 
07/22/2016 01:11:48.733846,-0.009781,-0.060791,-0.187744,1.030518 
07/22/2016 01:11:48.734158,-0.009171,0.0,0.0,0.0 
07/22/2016 01:11:48.735688,-0.009613,0.0,0.0,0.0 
07/22/2016 01:11:48.735987,-0.009201,0.0,0.0,0.0 
07/22/2016 01:11:48.744655,-0.009262,0.0,0.0,0.0 
07/22/2016 01:11:48.748399,-0.011719,-0.061035,-0.186768,1.029297 
07/22/2016 01:11:48.756468,-0.012848,0.0,0.0,0.0 
07/22/2016 01:11:48.756780,-0.007218,0.0,0.0,0.0 
07/22/2016 01:11:48.757062,-0.007431,0.0,0.0,0.0 
07/22/2016 01:11:48.757339,-0.011475,0.0,0.0,0.0 
07/22/2016 01:11:48.812350,-0.010269,-0.0625,-0.184814,1.032227 
07/22/2016 01:11:48.813737,-0.013993,0.0,0.0,0.0 
07/22/2016 01:11:48.823479,-0.016693,0.0,0.0,0.0 
07/22/2016 01:11:48.823958,-0.006821,0.0,0.0,0.0 
07/22/2016 01:11:48.826738,-0.003906,0.0,0.0,0.0 
07/22/2016 01:11:48.828658,-0.009094,-0.059082,-0.188965,1.030273 
07/22/2016 01:11:48.836460,-0.010758,0.0,0.0,0.0 
07/22/2016 01:11:48.836942,-0.013535,0.0,0.0,0.0 
07/22/2016 01:11:48.838525,-0.014847,0.0,0.0,0.0 
07/22/2016 01:11:48.845646,-0.011231,0.0,0.0,0.0 
07/22/2016 01:11:48.847977,-0.006683,-0.064453,-0.188232,1.031738 
07/22/2016 01:11:48.850350,-0.009964,0.0,0.0,0.0 
